ID	untargeted_metabolomics_1	untargeted_metabolomics_2	untargeted_metabolomics_3	untargeted_metabolomics_4	untargeted_metabolomics_5	untargeted_metabolomics_6	untargeted_metabolomics_7	untargeted_metabolomics_8	untargeted_metabolomics_9	untargeted_metabolomics_10	untargeted_metabolomics_11	untargeted_metabolomics_12	untargeted_metabolomics_13	untargeted_metabolomics_14	untargeted_metabolomics_15	untargeted_metabolomics_16	untargeted_metabolomics_17	untargeted_metabolomics_18	untargeted_metabolomics_19	untargeted_metabolomics_20	untargeted_metabolomics_21	untargeted_metabolomics_22	untargeted_metabolomics_23	untargeted_metabolomics_24	untargeted_metabolomics_25	untargeted_metabolomics_26	untargeted_metabolomics_27	untargeted_metabolomics_28	untargeted_metabolomics_29	untargeted_metabolomics_30	untargeted_metabolomics_31	untargeted_metabolomics_32	untargeted_metabolomics_33	untargeted_metabolomics_34	untargeted_metabolomics_35	untargeted_metabolomics_36	untargeted_metabolomics_37	untargeted_metabolomics_38	untargeted_metabolomics_39	untargeted_metabolomics_40	untargeted_metabolomics_41	untargeted_metabolomics_42	untargeted_metabolomics_43	untargeted_metabolomics_44	untargeted_metabolomics_45	untargeted_metabolomics_46	untargeted_metabolomics_47	untargeted_metabolomics_48	untargeted_metabolomics_49	untargeted_metabolomics_50	untargeted_metabolomics_51	untargeted_metabolomics_52	untargeted_metabolomics_53	untargeted_metabolomics_54	untargeted_metabolomics_55	untargeted_metabolomics_56	untargeted_metabolomics_57	untargeted_metabolomics_58	untargeted_metabolomics_59	untargeted_metabolomics_60	untargeted_metabolomics_61	untargeted_metabolomics_62	untargeted_metabolomics_63	untargeted_metabolomics_64	untargeted_metabolomics_65	untargeted_metabolomics_66	untargeted_metabolomics_67	untargeted_metabolomics_68	untargeted_metabolomics_69	untargeted_metabolomics_70	untargeted_metabolomics_71	untargeted_metabolomics_72	untargeted_metabolomics_73	untargeted_metabolomics_74	untargeted_metabolomics_75	untargeted_metabolomics_76	untargeted_metabolomics_77	untargeted_metabolomics_78	untargeted_metabolomics_79	untargeted_metabolomics_80	untargeted_metabolomics_81	untargeted_metabolomics_82	untargeted_metabolomics_83	untargeted_metabolomics_84	untargeted_metabolomics_85	untargeted_metabolomics_86	untargeted_metabolomics_87	untargeted_metabolomics_88	untargeted_metabolomics_89	untargeted_metabolomics_90	untargeted_metabolomics_91	untargeted_metabolomics_92	untargeted_metabolomics_93	untargeted_metabolomics_94	untargeted_metabolomics_95	untargeted_metabolomics_96	untargeted_metabolomics_97	untargeted_metabolomics_98	untargeted_metabolomics_99	untargeted_metabolomics_100	untargeted_metabolomics_101	untargeted_metabolomics_102	untargeted_metabolomics_103	untargeted_metabolomics_104	untargeted_metabolomics_105	untargeted_metabolomics_106	untargeted_metabolomics_107	untargeted_metabolomics_108	untargeted_metabolomics_109	untargeted_metabolomics_110	untargeted_metabolomics_111	untargeted_metabolomics_112	untargeted_metabolomics_113	untargeted_metabolomics_114	untargeted_metabolomics_115	untargeted_metabolomics_116	untargeted_metabolomics_117	untargeted_metabolomics_118	untargeted_metabolomics_119	untargeted_metabolomics_120	untargeted_metabolomics_121	untargeted_metabolomics_122	untargeted_metabolomics_123	untargeted_metabolomics_124	untargeted_metabolomics_125	untargeted_metabolomics_126	untargeted_metabolomics_127	untargeted_metabolomics_128	untargeted_metabolomics_129	untargeted_metabolomics_130	untargeted_metabolomics_131	untargeted_metabolomics_132	untargeted_metabolomics_133	untargeted_metabolomics_134	untargeted_metabolomics_135	untargeted_metabolomics_136	untargeted_metabolomics_137	untargeted_metabolomics_138	untargeted_metabolomics_139	untargeted_metabolomics_140	untargeted_metabolomics_141	untargeted_metabolomics_142	untargeted_metabolomics_143	untargeted_metabolomics_144	untargeted_metabolomics_145	untargeted_metabolomics_146	untargeted_metabolomics_147	untargeted_metabolomics_148	untargeted_metabolomics_149	untargeted_metabolomics_150	untargeted_metabolomics_151	untargeted_metabolomics_152	untargeted_metabolomics_153	untargeted_metabolomics_154	untargeted_metabolomics_155	untargeted_metabolomics_156	untargeted_metabolomics_157	untargeted_metabolomics_158	untargeted_metabolomics_159	untargeted_metabolomics_160	untargeted_metabolomics_161	untargeted_metabolomics_162	untargeted_metabolomics_163	untargeted_metabolomics_164	untargeted_metabolomics_165	untargeted_metabolomics_166	untargeted_metabolomics_167	untargeted_metabolomics_168	untargeted_metabolomics_169	untargeted_metabolomics_170	untargeted_metabolomics_171	untargeted_metabolomics_172	untargeted_metabolomics_173	untargeted_metabolomics_174	untargeted_metabolomics_175	untargeted_metabolomics_176	untargeted_metabolomics_177	untargeted_metabolomics_178	untargeted_metabolomics_179	untargeted_metabolomics_180	untargeted_metabolomics_181	untargeted_metabolomics_182	untargeted_metabolomics_183	untargeted_metabolomics_184	untargeted_metabolomics_185	untargeted_metabolomics_186	untargeted_metabolomics_187	untargeted_metabolomics_188	untargeted_metabolomics_189	untargeted_metabolomics_190	untargeted_metabolomics_191	untargeted_metabolomics_192	untargeted_metabolomics_193	untargeted_metabolomics_194	untargeted_metabolomics_195	untargeted_metabolomics_196	untargeted_metabolomics_197	untargeted_metabolomics_198	untargeted_metabolomics_199	untargeted_metabolomics_200	untargeted_metabolomics_201	untargeted_metabolomics_202	untargeted_metabolomics_203	untargeted_metabolomics_204	untargeted_metabolomics_205	untargeted_metabolomics_206	untargeted_metabolomics_207	untargeted_metabolomics_208	untargeted_metabolomics_209	untargeted_metabolomics_210	untargeted_metabolomics_211	untargeted_metabolomics_212	untargeted_metabolomics_213	untargeted_metabolomics_214	untargeted_metabolomics_215	untargeted_metabolomics_216	untargeted_metabolomics_217	untargeted_metabolomics_218	untargeted_metabolomics_219	untargeted_metabolomics_220	untargeted_metabolomics_221	untargeted_metabolomics_222	untargeted_metabolomics_223	untargeted_metabolomics_224	untargeted_metabolomics_225	untargeted_metabolomics_226	untargeted_metabolomics_227	untargeted_metabolomics_228	untargeted_metabolomics_229	untargeted_metabolomics_230	untargeted_metabolomics_231	untargeted_metabolomics_232	untargeted_metabolomics_233	untargeted_metabolomics_234	untargeted_metabolomics_235	untargeted_metabolomics_236	untargeted_metabolomics_237	untargeted_metabolomics_238
410	10	13	1	0	0	0	0	0	8	1	0	0	5	8	0	8	0	13	7	0	0	13	11	8	18	0	0	0	10	0	0	4	7	0	8	10	14	0	3	12	0	7	0	9	15	0	9	0	0	11	15	0	12	0	12	0	0	0	0	6	0	0	9	14	9	0	11	4	18	0	13	11	9	14	12	9	13	19	4	11	0	0	7	13	19	7	0	18	8	0	15	12	0	0	15	0	11	0	16	6	5	0	8	10	0	0	0	9	4	5	0	11	3	18	16	19	16	8	10	7	11	17	8	4	0	11	14	0	6	10	15	10	14	19	15	13	6	4	0	12	15	10	1	0	7	2	0	8	0	3	0	20	13	2	5	6	8	15	8	7	0	7	12	10	16	15	13	1	9	11	11	7	11	6	0	0	1	9	17	14	10	0	7	5	20	0	6	18	0	0	10	0	5	3	7	16	11	16	11	6	0	18	0	0	10	4	17	9	5	1	6	4	12	12	7	0	0	4	0	12	11	13	11	0	0	0	0	10	2	0	0	5	0	5	4	6	12	2
411	13	16	8	25	6	7	9	16	0	15	0	0	9	0	4	5	13	4	11	10	0	6	0	15	16	12	23	10	12	15	0	17	1	6	9	9	11	17	0	4	19	14	16	12	13	10	13	7	0	8	4	13	0	11	7	10	9	0	0	0	11	3	0	11	0	14	13	16	5	1	0	13	8	8	14	10	12	0	0	5	6	0	6	7	3	13	0	9	16	10	13	0	0	13	11	7	0	4	10	4	15	12	4	9	9	16	0	0	10	2	12	5	10	8	0	16	13	12	7	1	6	1	16	15	0	0	0	0	14	19	13	0	11	5	15	15	6	10	22	16	15	0	0	8	4	10	18	14	1	3	7	4	9	13	20	0	0	7	14	12	8	0	9	12	22	0	20	0	0	8	11	0	14	11	0	11	21	17	4	9	13	15	15	13	6	0	0	11	3	14	0	10	20	4	15	5	0	0	5	0	7	6	5	0	14	4	0	8	7	3	17	0	0	0	9	10	3	3	13	20	10	20	7	0	13	16	14	11	0	0	19	0	10	13	18	0	0	15
412	18	0	14	11	14	13	13	16	8	10	10	11	0	4	22	14	22	0	0	6	0	7	0	0	14	11	0	2	0	6	0	7	0	14	6	8	0	0	2	14	4	0	14	0	14	10	0	0	11	8	0	8	9	10	21	17	17	8	9	5	0	17	13	11	20	11	3	0	16	7	7	11	12	14	7	5	0	0	12	11	0	1	14	0	14	7	3	14	2	15	25	0	0	4	12	11	0	11	2	5	7	12	14	0	0	10	23	0	13	11	8	0	11	3	14	6	11	11	8	0	12	0	11	17	10	18	0	11	0	0	11	13	0	7	14	0	11	4	4	12	0	0	0	19	13	17	8	8	0	5	0	22	14	1	15	12	0	7	7	15	16	2	0	11	8	10	8	5	14	0	3	8	18	14	0	0	5	11	0	0	19	11	5	9	10	6	0	0	10	0	0	1	5	0	0	13	12	0	7	0	0	0	14	0	7	0	4	9	0	0	13	12	4	12	11	13	9	8	11	0	0	16	0	8	0	0	0	10	8	9	9	0	18	0	0	9	0	8
413	10	0	12	0	11	25	16	0	17	10	5	0	4	11	0	8	10	4	17	18	16	13	14	13	0	8	0	10	0	3	0	6	5	21	0	6	0	0	6	13	9	15	0	0	14	18	0	0	0	0	4	16	10	14	0	0	9	13	0	0	0	8	0	18	0	0	17	0	14	5	12	11	14	1	7	6	12	12	0	0	15	15	15	3	6	0	0	9	0	0	14	2	10	0	13	12	7	8	9	10	3	12	17	14	16	15	5	12	15	0	4	8	13	0	0	10	11	12	13	16	6	11	3	9	4	7	16	10	9	0	0	9	6	9	22	0	7	6	17	3	5	1	12	8	0	0	0	2	12	8	7	9	0	12	9	13	5	13	0	17	13	16	13	3	1	0	7	4	2	7	0	9	13	0	10	20	18	5	0	0	16	7	11	0	4	4	14	5	11	0	5	7	8	1	0	7	4	7	7	6	4	9	0	0	16	0	0	13	17	0	8	0	1	2	12	0	10	9	0	10	0	6	13	15	11	11	10	1	14	11	0	1	0	0	0	6	7	11
414	0	14	11	3	14	14	0	0	10	0	6	6	6	14	0	21	0	17	4	0	11	14	0	13	0	2	14	0	20	5	0	17	0	14	11	10	0	15	14	20	0	13	5	11	0	8	18	0	6	0	12	14	0	12	15	0	0	7	13	0	0	6	11	18	14	1	0	0	1	11	16	7	17	7	11	14	6	5	7	7	15	12	14	0	5	7	0	12	11	13	4	2	12	0	8	5	14	13	15	14	0	11	0	0	7	0	10	0	14	12	0	13	0	10	9	13	13	4	11	11	16	9	6	0	14	12	21	0	0	1	11	10	3	11	16	15	0	13	3	0	0	0	0	14	0	7	0	0	3	13	0	1	6	6	0	0	10	10	11	22	10	3	12	6	0	6	11	1	1	0	0	13	0	10	17	0	17	9	0	14	10	8	10	0	0	0	8	8	1	11	0	0	0	9	0	0	10	11	8	8	10	18	10	13	13	3	8	16	17	19	6	11	12	16	15	4	16	6	3	19	0	14	7	14	12	0	9	15	0	0	6	12	9	5	4	12	10	0
415	2	10	0	16	9	0	12	3	0	0	15	0	9	10	14	13	0	9	13	9	0	3	7	11	16	4	0	4	13	12	0	6	0	0	16	0	0	0	19	9	6	13	8	10	3	8	5	0	8	0	11	6	10	5	12	13	8	9	0	5	0	0	4	0	1	17	0	1	4	0	21	7	0	3	17	11	0	10	18	10	14	10	0	13	0	0	10	0	5	0	9	9	9	14	11	7	3	0	0	10	5	4	3	16	0	4	13	0	15	7	12	0	19	8	8	5	13	15	8	16	3	0	12	0	0	0	20	23	4	6	0	12	10	12	0	9	26	14	9	17	6	0	4	0	8	14	13	12	6	13	10	0	6	3	0	14	17	5	16	10	5	0	14	7	5	9	0	14	22	0	0	8	10	11	12	0	11	16	16	6	0	4	11	3	10	13	0	3	0	0	0	15	7	0	0	0	13	0	0	14	7	4	10	11	0	0	0	6	12	11	12	0	7	0	10	13	14	0	15	15	11	13	12	18	5	0	0	6	0	12	14	0	0	0	19	7	7	0
416	0	16	7	3	0	2	4	15	0	5	2	10	22	12	11	0	11	0	14	0	0	8	12	0	8	9	0	16	0	6	7	7	1	11	15	7	0	13	8	0	9	0	0	17	0	12	0	10	0	15	7	0	0	0	4	12	8	2	18	10	12	0	0	0	4	0	5	0	0	0	5	11	8	11	12	0	13	0	4	4	14	0	18	7	0	17	22	3	10	0	5	0	13	11	0	8	11	0	0	0	13	3	0	10	20	15	0	9	10	6	9	15	12	0	5	17	18	0	11	1	12	17	14	19	11	11	7	9	11	18	18	0	0	0	16	18	11	12	9	8	0	11	1	16	19	10	0	0	14	0	0	5	11	0	5	1	0	11	3	0	12	1	10	0	5	0	16	3	20	5	0	4	15	12	13	9	15	0	9	18	0	19	19	4	8	11	8	7	7	14	13	6	9	0	16	7	3	8	16	5	18	7	0	12	6	0	0	9	4	12	7	0	0	6	0	15	20	8	9	0	12	0	0	0	0	2	8	12	0	15	17	1	4	0	0	13	19	7
417	8	0	0	13	4	0	12	0	10	13	19	5	13	0	0	0	0	16	2	10	2	0	8	0	0	13	11	16	9	6	11	0	9	9	9	0	0	8	5	10	11	14	0	13	0	0	0	0	15	0	14	3	8	12	14	4	5	0	19	13	13	7	11	10	13	7	7	20	10	0	12	9	11	18	13	0	21	8	4	19	5	10	18	8	10	0	0	10	4	3	20	13	0	9	11	13	10	10	0	19	5	8	8	4	15	10	0	9	0	11	10	13	23	8	0	6	7	9	11	0	18	7	11	0	0	0	0	11	7	7	0	7	28	0	8	0	5	10	1	7	7	4	6	13	13	14	0	12	11	15	14	18	21	13	17	0	11	0	1	0	0	0	0	15	0	0	10	12	5	11	0	13	8	0	0	5	0	12	0	0	6	6	13	10	6	0	14	0	10	6	9	6	1	10	8	3	0	0	19	17	5	0	10	16	11	20	0	20	7	8	12	0	12	1	15	0	7	0	5	0	11	7	0	0	0	0	14	0	0	12	12	17	6	8	6	0	0	1
418	9	4	5	13	11	11	7	5	11	12	6	14	6	13	6	11	0	6	17	0	14	4	0	0	8	11	5	0	0	23	12	16	17	0	10	12	0	6	12	6	4	4	9	0	1	5	5	0	0	15	0	3	10	8	0	0	0	5	10	11	19	0	10	0	0	0	6	3	15	11	11	0	20	5	16	0	0	11	7	13	8	11	0	10	0	17	0	17	0	8	0	11	0	0	0	9	0	9	0	5	17	0	13	14	3	5	0	5	0	0	12	0	0	6	11	0	13	16	0	0	14	0	2	9	0	12	10	0	10	13	6	14	7	12	7	10	13	1	8	0	4	19	3	5	0	7	0	0	3	7	21	12	15	1	8	10	0	20	3	17	5	0	0	9	4	9	18	19	6	0	21	5	14	5	14	17	0	0	11	0	0	13	11	0	6	6	12	5	14	17	9	10	0	12	7	0	0	6	5	8	0	0	11	14	0	8	6	11	3	8	0	10	19	17	16	11	11	12	0	0	11	14	5	5	11	4	0	16	0	15	9	10	1	14	14	7	0	7
419	6	0	8	0	0	9	9	7	6	2	12	0	6	16	0	0	13	0	7	4	5	9	0	9	11	14	0	18	0	7	15	8	7	9	9	4	14	4	0	0	6	18	9	14	9	7	0	10	12	0	9	8	3	9	5	0	7	0	7	0	9	13	12	14	12	0	0	0	13	7	0	14	0	16	8	0	7	0	8	19	2	15	15	8	9	9	8	0	0	9	15	4	19	1	0	0	17	7	0	8	0	11	8	0	13	10	7	12	5	5	12	13	0	0	0	11	12	20	13	5	0	3	0	9	9	0	0	0	0	0	8	0	4	8	16	10	8	12	0	13	13	0	0	3	0	0	13	0	13	9	0	4	3	0	0	7	0	16	0	11	2	10	0	4	17	11	10	11	11	17	0	17	0	1	0	16	9	0	0	14	0	19	9	13	8	8	0	9	0	15	15	0	14	17	8	11	10	8	8	9	14	8	13	0	0	15	15	0	10	7	0	0	0	10	11	20	0	0	7	0	0	11	0	0	14	3	0	14	0	21	15	3	4	4	5	0	10	0
420	13	12	10	8	11	7	10	11	8	12	8	23	6	0	15	12	9	5	10	0	0	13	0	0	14	6	0	17	11	9	15	10	10	17	13	15	6	0	0	15	18	0	0	0	1	10	0	0	18	0	8	12	5	12	1	0	12	7	19	0	8	15	7	12	18	16	5	4	10	17	10	11	16	7	0	12	0	4	0	12	6	2	12	9	6	4	0	9	0	0	1	8	1	0	7	10	13	8	6	6	13	6	8	8	0	8	10	0	0	9	7	9	20	7	0	7	11	13	2	20	5	14	6	19	11	8	0	10	0	2	7	5	0	6	0	11	2	0	0	3	0	6	0	0	11	8	9	0	0	11	0	17	0	5	0	0	2	0	8	14	11	0	17	6	0	0	16	10	13	13	0	9	0	14	6	0	16	7	1	0	5	11	0	0	9	5	0	2	14	5	6	11	0	0	0	0	9	4	0	4	14	7	12	5	12	1	0	6	14	0	19	10	4	0	13	14	15	10	14	10	12	11	7	0	0	0	10	10	0	8	0	17	0	10	14	17	10	11
421	7	12	0	15	8	14	0	0	9	8	7	15	0	0	15	11	8	11	0	9	9	21	16	0	0	11	15	10	12	9	5	10	11	19	9	0	9	16	16	7	15	10	16	9	7	6	16	19	19	12	9	21	13	15	9	13	18	14	10	11	14	8	4	15	9	9	11	5	8	11	8	18	15	13	0	0	13	13	14	0	0	5	16	0	0	2	0	0	10	13	17	7	0	0	10	12	4	13	14	5	16	0	0	0	9	0	10	11	7	0	18	7	0	15	5	15	0	1	16	11	0	5	3	12	8	10	14	6	13	0	0	9	0	11	17	0	13	2	11	1	11	11	0	18	22	10	8	4	5	17	4	0	3	11	7	5	16	9	17	0	10	4	0	15	15	18	9	8	5	0	1	13	4	0	11	20	12	0	18	16	10	13	11	10	6	0	13	15	0	0	9	0	0	6	4	0	0	13	0	17	9	0	15	0	0	21	0	5	13	7	0	6	9	0	12	8	6	11	13	9	14	3	0	11	17	10	12	21	13	0	13	9	4	0	14	5	1	0
422	14	21	11	0	16	12	0	15	18	10	0	16	1	18	2	0	11	7	9	17	11	10	7	7	0	11	1	9	10	10	0	10	9	0	17	8	8	0	6	10	3	0	0	10	9	8	2	0	0	13	10	11	0	0	2	9	9	0	0	0	11	11	0	12	10	19	0	0	4	6	17	20	5	9	13	0	0	10	0	5	11	13	6	16	20	0	0	15	10	3	9	18	0	4	0	3	0	0	0	0	15	13	0	8	5	9	0	1	18	11	7	6	4	0	10	0	5	3	8	9	8	11	8	0	13	13	0	0	13	3	0	13	0	2	0	0	0	11	11	7	5	13	0	0	12	9	0	0	12	8	0	0	11	2	12	0	0	0	8	14	9	16	11	16	8	0	14	14	0	21	0	18	9	19	3	3	6	19	7	14	0	14	7	5	0	0	0	14	4	15	6	8	0	0	7	7	0	7	13	9	0	11	12	13	0	0	6	9	11	14	0	13	11	9	9	1	1	5	15	0	1	7	1	4	17	16	13	9	7	0	0	0	9	8	0	14	1	3
423	0	9	0	0	17	12	13	0	14	13	0	7	0	0	17	2	3	0	4	12	0	0	14	0	13	12	8	6	1	0	15	8	14	16	11	0	9	3	10	7	10	0	10	0	10	0	0	0	15	9	13	8	5	8	14	8	5	0	17	12	14	13	8	0	0	7	4	10	0	0	0	7	0	8	0	14	13	0	0	9	0	0	4	7	10	16	0	9	0	9	9	9	9	0	0	21	0	4	0	16	15	17	10	3	4	13	6	0	0	0	9	0	11	3	3	6	11	0	15	8	0	0	11	0	3	20	11	7	1	14	10	0	15	8	12	0	12	0	9	5	0	15	0	0	0	10	0	0	12	6	5	13	0	3	0	8	2	0	12	9	3	0	13	10	11	9	0	0	0	12	15	9	0	13	16	0	7	1	0	8	18	0	0	0	10	0	12	11	0	4	0	6	6	14	9	0	11	13	4	2	17	18	12	4	0	0	8	0	4	1	9	11	0	0	10	0	21	10	11	15	0	0	0	4	22	11	9	14	0	21	11	14	0	0	15	5	21	0
424	16	14	15	0	7	0	8	4	12	18	2	0	9	16	5	0	12	0	0	9	5	13	10	9	3	16	14	0	11	14	6	9	9	13	6	7	1	16	0	9	10	11	15	20	0	13	0	1	0	13	8	0	0	14	8	0	15	15	20	17	16	11	5	0	14	6	2	4	19	17	5	0	14	14	4	8	0	0	0	13	6	0	6	0	12	0	0	4	0	0	0	14	5	0	3	17	0	15	14	8	2	0	9	0	8	14	10	13	8	9	11	0	16	14	13	0	10	6	12	0	7	14	11	8	11	10	7	14	8	3	7	0	10	0	8	4	9	9	10	11	13	0	0	8	9	18	12	3	3	6	13	0	8	0	15	13	13	8	0	2	2	13	22	0	13	4	0	0	0	10	8	4	9	3	0	0	2	0	12	6	0	0	5	0	11	17	7	28	10	0	0	0	0	16	8	10	6	1	15	16	7	7	11	0	0	14	10	0	0	11	0	17	15	11	16	23	9	0	0	8	14	0	21	9	10	0	18	7	10	0	0	10	7	12	7	0	0	4
425	0	7	0	16	11	0	5	11	8	0	9	4	0	8	3	8	0	3	9	9	5	0	12	4	14	0	0	7	9	9	3	0	6	11	12	0	13	6	0	0	0	11	13	12	11	12	11	13	0	0	0	0	16	12	16	4	16	12	0	12	0	0	5	11	0	17	0	8	10	0	14	0	15	20	16	9	15	0	0	0	0	5	10	13	0	12	0	7	0	11	16	0	0	0	10	0	0	0	7	16	5	14	13	4	0	10	13	0	10	15	6	0	0	0	0	0	0	13	12	7	0	11	0	9	0	9	10	10	0	0	11	11	12	13	0	10	0	0	8	0	0	16	0	14	2	0	7	11	0	6	12	15	6	10	10	12	16	16	0	2	12	0	2	8	11	6	0	0	0	11	11	1	17	0	0	11	9	0	0	12	0	15	12	13	5	8	8	12	5	0	13	11	14	13	5	0	0	4	22	0	12	13	9	13	13	7	7	5	0	9	12	5	5	10	0	13	9	0	0	12	0	7	9	0	10	4	4	16	5	0	8	0	6	11	0	0	1	0
426	0	12	8	9	14	13	0	2	5	6	1	9	12	14	0	14	0	14	15	12	13	8	0	5	22	11	2	1	0	12	8	21	5	19	2	0	14	8	13	6	0	0	10	0	12	5	14	0	0	6	6	0	11	0	0	17	6	0	22	12	7	20	0	0	9	0	11	0	11	3	8	18	7	14	10	0	15	0	13	5	20	0	9	5	8	13	0	15	0	8	20	14	7	0	3	9	13	9	0	5	0	0	0	9	0	0	0	0	0	0	0	17	4	12	8	16	7	5	6	14	13	8	17	10	13	9	0	20	8	10	17	9	8	10	14	2	0	13	7	17	13	0	17	11	7	11	0	9	15	0	0	13	0	16	0	3	9	0	14	0	0	8	16	2	5	0	12	0	9	14	20	7	8	6	8	7	18	15	0	9	0	11	1	11	15	8	0	21	0	15	0	4	18	0	0	0	0	11	9	10	14	0	10	0	7	11	10	0	7	8	15	0	0	0	5	16	14	13	0	0	0	18	15	0	0	15	2	0	0	0	0	0	8	10	10	0	7	15
427	12	0	8	6	11	0	0	0	13	0	12	7	0	12	0	0	12	0	9	8	9	10	10	0	0	9	0	11	2	9	16	10	10	0	11	0	0	0	7	14	10	0	0	13	0	4	18	0	3	6	0	6	0	8	14	7	13	4	0	10	14	1	5	5	10	5	7	2	6	4	0	0	0	7	10	7	17	1	0	15	10	21	15	0	4	14	19	0	0	0	14	0	17	14	9	3	7	3	8	14	11	5	4	12	7	17	8	11	2	0	10	10	12	11	5	16	0	0	0	11	8	11	0	9	9	0	3	4	0	4	13	12	3	16	10	0	0	5	13	12	10	4	9	8	17	0	0	2	4	14	0	11	0	0	16	0	10	18	13	0	0	8	17	3	13	5	0	9	10	12	0	22	8	0	6	6	0	3	0	9	15	6	16	13	0	7	13	0	0	14	0	5	0	0	15	6	0	0	11	0	4	0	3	0	0	0	4	6	13	15	11	0	8	0	15	16	13	14	9	2	2	12	13	8	0	0	12	0	3	12	13	12	0	14	12	11	10	8
428	9	0	7	7	6	2	14	4	15	14	10	18	0	2	3	1	0	16	10	16	0	16	0	9	5	0	0	7	1	9	3	6	0	19	0	21	9	14	7	0	9	8	9	0	5	19	13	12	6	0	12	12	0	10	8	0	0	0	12	0	14	11	0	11	2	1	0	0	9	0	17	3	17	12	8	16	1	7	15	0	10	14	14	5	16	11	10	0	14	7	0	0	0	9	9	0	0	14	0	14	7	6	0	0	0	0	9	9	0	15	9	12	0	17	10	8	10	15	8	10	0	10	16	15	0	0	19	0	15	1	0	1	10	16	0	0	15	8	2	10	0	2	5	10	8	7	9	13	0	13	0	16	21	7	0	8	4	3	11	0	10	21	6	0	6	8	0	7	3	0	0	9	17	0	18	13	12	12	0	13	1	0	0	12	7	0	4	9	0	11	14	0	6	16	0	15	0	15	8	7	10	0	0	12	20	15	5	0	14	0	0	8	13	8	0	11	0	0	0	8	0	0	12	17	19	15	12	0	15	13	0	12	12	9	0	12	12	14
429	0	13	0	10	9	7	9	6	13	6	16	14	14	5	0	10	0	10	12	9	7	1	0	0	0	0	0	0	0	9	13	10	7	8	14	0	10	0	11	6	0	16	0	11	16	17	20	15	3	12	8	13	8	0	10	0	10	2	10	0	0	16	11	7	8	7	16	4	12	13	0	10	0	9	10	10	0	5	15	0	16	8	12	10	0	9	3	12	0	9	9	9	7	0	15	0	0	13	0	6	7	15	0	15	0	12	17	0	17	7	16	0	0	13	16	16	0	0	6	6	21	0	10	10	0	13	0	8	8	0	2	12	0	3	0	19	17	14	12	14	8	13	19	0	9	7	12	0	14	12	0	0	13	16	0	0	3	13	8	0	3	2	0	13	0	0	0	9	9	15	6	0	12	10	0	8	0	17	9	14	9	5	15	14	0	0	5	0	8	0	12	10	14	12	5	1	8	13	20	0	12	0	0	6	7	15	12	0	8	9	2	0	3	0	11	11	14	12	7	0	0	3	18	11	11	0	0	19	17	0	7	4	12	0	12	0	3	7
430	16	3	13	7	8	0	14	9	21	0	0	0	18	0	4	9	4	0	11	23	19	4	14	7	12	15	0	0	2	0	14	8	9	15	7	18	11	10	7	13	8	8	0	21	0	0	0	0	11	10	11	9	0	0	11	12	8	19	3	0	11	0	7	10	16	10	9	0	14	7	10	0	0	4	17	13	0	0	0	13	0	0	15	19	8	5	8	3	10	8	14	15	2	14	10	5	0	17	20	15	4	12	7	8	0	3	6	8	0	16	0	0	2	7	15	0	10	6	5	4	0	0	9	6	0	0	0	10	16	13	13	14	10	0	17	5	7	1	20	14	0	10	18	12	6	0	0	5	13	0	11	0	16	0	17	14	0	10	15	14	0	2	20	5	14	14	8	0	14	11	14	0	1	12	10	14	7	0	9	8	12	6	7	0	17	5	14	14	0	0	14	15	0	6	12	19	10	17	8	9	7	6	0	9	5	11	0	11	12	0	12	11	9	0	0	0	15	0	0	16	0	12	22	3	17	3	7	15	18	8	12	15	13	15	0	8	12	8
431	0	0	15	11	4	8	12	7	0	5	0	4	4	0	0	10	6	13	0	13	0	7	18	8	8	12	12	0	2	6	13	0	11	0	10	7	0	1	0	11	0	23	13	0	9	0	0	8	0	0	11	9	0	7	0	0	5	9	14	12	7	0	5	16	11	0	14	11	12	14	4	10	0	1	0	7	13	12	17	6	16	8	12	0	0	0	0	0	12	0	9	6	0	6	11	5	0	0	15	0	8	14	0	6	11	26	8	6	10	11	16	14	1	0	8	13	13	0	5	4	3	0	0	2	17	0	0	0	0	6	10	0	4	4	2	0	12	13	0	8	14	0	8	4	6	0	9	12	12	0	0	0	7	13	9	13	5	6	4	0	0	0	16	8	10	18	10	20	6	11	0	9	0	8	0	13	0	17	8	10	8	1	17	0	0	16	9	12	15	0	0	0	0	9	5	14	13	13	5	2	4	10	0	16	2	13	14	0	20	0	0	4	0	2	13	0	0	11	0	18	7	9	25	11	7	0	15	3	8	11	0	0	11	0	8	10	0	0
