feature_a_id	feature_b_id	feature_a_name	feature_b_name	Correlation
128	90	metagenomics_29	proteomics_91	-0.24735437405598565
131	66	metagenomics_32	proteomics_67	0.24733672260281475
74	30	proteomics_75	proteomics_31	-0.24685095336650262
123	51	metagenomics_24	proteomics_52	0.24627079156221893
66	4	proteomics_67	proteomics_5	-0.24623559708844178
109	86	metagenomics_10	proteomics_87	-0.2458372613667732
88	58	proteomics_89	proteomics_59	-0.24497978161157685
28	8	proteomics_29	proteomics_9	-0.24469972505844875
62	51	proteomics_63	proteomics_52	0.24381801834857275
71	29	proteomics_72	proteomics_30	0.24223178009865964
116	21	metagenomics_17	proteomics_22	-0.2415912587957808
133	47	metagenomics_34	proteomics_48	-0.24131097580881147
116	35	metagenomics_17	proteomics_36	-0.24128068911245618
111	84	metagenomics_12	proteomics_85	0.24122670253066786
84	80	proteomics_85	proteomics_81	-0.24091366533929556
96	14	proteomics_97	proteomics_15	-0.24090030718642713
136	72	metagenomics_37	proteomics_73	0.24048123993847637
47	35	proteomics_48	proteomics_36	-0.24013014207543235
145	85	metagenomics_46	proteomics_86	-0.23989381897539308
134	30	metagenomics_35	proteomics_31	0.23926991509274564
134	108	metagenomics_35	metagenomics_9	0.23925913524676112
92	14	proteomics_93	proteomics_15	-0.23800381035143686
55	27	proteomics_56	proteomics_28	0.23752820718322407
147	49	metagenomics_48	proteomics_50	0.23743574211568552
116	52	metagenomics_17	proteomics_53	0.23707223103690864
134	83	metagenomics_35	proteomics_84	-0.23705661829770203
53	49	proteomics_54	proteomics_50	-0.23682954713802798
47	46	proteomics_48	proteomics_47	0.23668436584729688
115	83	metagenomics_16	proteomics_84	0.23637212399783347
66	41	proteomics_67	proteomics_42	-0.23616255144428022
96	12	proteomics_97	proteomics_13	-0.23609478917394922
130	99	metagenomics_31	proteomics_100	-0.23545897859321407
100	79	metagenomics_1	proteomics_80	0.23534638748897757
86	55	proteomics_87	proteomics_56	0.23446114532786488
134	5	metagenomics_35	proteomics_6	-0.23441818671706838
113	51	metagenomics_14	proteomics_52	-0.2342235148648249
139	58	metagenomics_40	proteomics_59	0.23231387214008972
135	10	metagenomics_36	proteomics_11	0.23216356449048225
51	6	proteomics_52	proteomics_7	0.23171854874757214
134	128	metagenomics_35	metagenomics_29	-0.23150055315205598
59	56	proteomics_60	proteomics_57	0.23118637429683997
85	22	proteomics_86	proteomics_23	0.23095268401992441
68	41	proteomics_69	proteomics_42	-0.23077552776580268
22	15	proteomics_23	proteomics_16	0.23041595366827433
130	101	metagenomics_31	metagenomics_2	0.2303391337621831
78	43	proteomics_79	proteomics_44	0.22979128477981547
145	20	metagenomics_46	proteomics_21	-0.22963488936624216
49	8	proteomics_50	proteomics_9	-0.22932390686478454
124	43	metagenomics_25	proteomics_44	0.22850622648425398
51	21	proteomics_52	proteomics_22	-0.22840872707611404
130	34	metagenomics_31	proteomics_35	0.2283707240057089
130	19	metagenomics_31	proteomics_20	-0.22799840901640112
24	10	proteomics_25	proteomics_11	-0.22711409021174947
71	12	proteomics_72	proteomics_13	-0.22611211419098115
140	80	metagenomics_41	proteomics_81	-0.22606420481819223
123	119	metagenomics_24	metagenomics_20	0.2259232648118961
96	48	proteomics_97	proteomics_49	0.2257370832240002
65	9	proteomics_66	proteomics_10	-0.22548243606451304
149	32	metagenomics_50	proteomics_33	0.22473188188880788
35	19	proteomics_36	proteomics_20	-0.22442973282652184
99	92	proteomics_100	proteomics_93	0.2242152503706073
123	52	metagenomics_24	proteomics_53	0.22412600456845633
96	36	proteomics_97	proteomics_37	0.22411021766488318
18	15	proteomics_19	proteomics_16	-0.22392323747141288
128	17	metagenomics_29	proteomics_18	-0.22390681992961636
128	5	metagenomics_29	proteomics_6	0.22330751251965641
149	33	metagenomics_50	proteomics_34	0.22305810349383173
122	46	metagenomics_23	proteomics_47	-0.22277775902842073
70	39	proteomics_71	proteomics_40	-0.22235030177005333
128	12	metagenomics_29	proteomics_13	0.22209165440309425
55	45	proteomics_56	proteomics_46	0.22181020355621486
85	15	proteomics_86	proteomics_16	0.2216766938106884
149	139	metagenomics_50	metagenomics_40	0.22147779183773364
38	9	proteomics_39	proteomics_10	-0.22115242952222727
97	12	proteomics_98	proteomics_13	0.22082462809550946
130	107	metagenomics_31	metagenomics_8	0.22046700957419907
70	56	proteomics_71	proteomics_57	0.22013461772065526
149	81	metagenomics_50	proteomics_82	0.2197511286933718
85	8	proteomics_86	proteomics_9	-0.21940875918311475
46	34	proteomics_47	proteomics_35	-0.2187832700053265
123	65	metagenomics_24	proteomics_66	0.21837915771222627
88	52	proteomics_89	proteomics_53	-0.21789074882542658
114	38	metagenomics_15	proteomics_39	0.21779309467174932
123	21	metagenomics_24	proteomics_22	-0.21756154905087147
87	34	proteomics_88	proteomics_35	-0.21737078161777607
5	0	proteomics_6	proteomics_1	0.21685131878437483
128	71	metagenomics_29	proteomics_72	-0.2168260049759695
63	49	proteomics_64	proteomics_50	0.21675891461557562
130	6	metagenomics_31	proteomics_7	-0.21599774629643614
147	103	metagenomics_48	metagenomics_4	0.2157521142162018
149	34	metagenomics_50	proteomics_35	-0.2154726416709501
51	10	proteomics_52	proteomics_11	-0.21545620817148747
47	19	proteomics_48	proteomics_20	-0.21491436847385123
127	60	metagenomics_28	proteomics_61	-0.214821325988509
126	106	metagenomics_27	metagenomics_7	-0.21426107789198137
140	139	metagenomics_41	metagenomics_40	0.21390042969424994
66	10	proteomics_67	proteomics_11	0.21380565914707
97	37	proteomics_98	proteomics_38	0.21377421561388954
145	100	metagenomics_46	metagenomics_1	0.21346456650899842
115	16	metagenomics_16	proteomics_17	0.213391176045935
115	97	metagenomics_16	proteomics_98	0.2131387112352465
43	41	proteomics_44	proteomics_42	-0.21302675488910644
135	46	metagenomics_36	proteomics_47	-0.21239377033970247
97	45	proteomics_98	proteomics_46	-0.21225440316896757
80	1	proteomics_81	proteomics_2	0.21203423436479046
109	92	metagenomics_10	proteomics_93	-0.21177894794160776
10	2	proteomics_11	proteomics_3	-0.21151411485111443
136	68	metagenomics_37	proteomics_69	0.2114707224105712
115	0	metagenomics_16	proteomics_1	0.21118940934551628
109	37	metagenomics_10	proteomics_38	0.21107673472839036
80	35	proteomics_81	proteomics_36	0.21104682448895268
134	118	metagenomics_35	metagenomics_19	-0.21091988045296062
143	106	metagenomics_44	metagenomics_7	-0.2108763568943107
128	62	metagenomics_29	proteomics_63	0.21069381873566917
79	9	proteomics_80	proteomics_10	0.21064631719807064
106	61	metagenomics_7	proteomics_62	0.210316384828926
85	18	proteomics_86	proteomics_19	-0.2102024034597546
67	22	proteomics_68	proteomics_23	-0.20982282864070345
109	27	metagenomics_10	proteomics_28	0.209690136954243
45	25	proteomics_46	proteomics_26	-0.20923343182969492
124	28	metagenomics_25	proteomics_29	0.20829689579713506
109	14	metagenomics_10	proteomics_15	0.20700194385774712
149	18	metagenomics_50	proteomics_19	-0.2069332258554048
134	115	metagenomics_35	metagenomics_16	-0.20684314988403357
130	64	metagenomics_31	proteomics_65	-0.2066311998010563
6	3	proteomics_7	proteomics_4	0.20652220045675582
95	47	proteomics_96	proteomics_48	-0.20629863170670104
92	30	proteomics_93	proteomics_31	0.20584700221804023
139	65	metagenomics_40	proteomics_66	0.2055529746066672
58	52	proteomics_59	proteomics_53	0.2054078389126071
140	99	metagenomics_41	proteomics_100	0.2051895562644189
59	38	proteomics_60	proteomics_39	0.20484496893286638
145	84	metagenomics_46	proteomics_85	-0.2043214145822957
29	26	proteomics_30	proteomics_27	-0.2043147029428717
143	65	metagenomics_44	proteomics_66	0.2041841526824545
146	128	metagenomics_47	metagenomics_29	0.20417902241327543
149	88	metagenomics_50	proteomics_89	0.2038842290801997
133	113	metagenomics_34	metagenomics_14	-0.20341503922972484
65	61	proteomics_66	proteomics_62	-0.20295168845084824
102	36	metagenomics_3	proteomics_37	-0.2028339572251879
149	83	metagenomics_50	proteomics_84	-0.20219610409297778
117	58	metagenomics_18	proteomics_59	0.20211369297174905
55	49	proteomics_56	proteomics_50	0.20185358516155733
53	11	proteomics_54	proteomics_12	-0.20128152885974462
52	51	proteomics_53	proteomics_52	0.2011059098812754
91	85	proteomics_92	proteomics_86	0.19998758238886574
116	49	metagenomics_17	proteomics_50	-0.1991149857647068
127	5	metagenomics_28	proteomics_6	-0.19863079473306877
68	5	proteomics_69	proteomics_6	-0.19819933866481815
69	16	proteomics_70	proteomics_17	0.1969981364318491
103	8	metagenomics_4	proteomics_9	-0.1963684785012096
134	97	metagenomics_35	proteomics_98	-0.19626462725204713
43	28	proteomics_44	proteomics_29	0.195841424357244
122	2	metagenomics_23	proteomics_3	-0.19566710937508058
40	12	proteomics_41	proteomics_13	0.19543427449565798
58	40	proteomics_59	proteomics_41	-0.19536266193810087
119	110	metagenomics_20	metagenomics_11	0.19452904660286813
128	83	metagenomics_29	proteomics_84	0.19403488152555376
96	59	proteomics_97	proteomics_60	-0.19303415867225537
133	90	metagenomics_34	proteomics_91	-0.19296768783423895
128	115	metagenomics_29	metagenomics_16	0.1925647947428644
34	30	proteomics_35	proteomics_31	0.19183239528071885
20	19	proteomics_21	proteomics_20	-0.19156772628882582
56	11	proteomics_57	proteomics_12	-0.1914359596225551
140	70	metagenomics_41	proteomics_71	0.19134218393442562
52	19	proteomics_53	proteomics_20	0.19061184214818458
121	112	metagenomics_22	metagenomics_13	-0.19028848506819052
113	106	metagenomics_14	metagenomics_7	0.1898973148808922
133	125	metagenomics_34	metagenomics_26	0.18948547828987553
122	68	metagenomics_23	proteomics_69	0.18940114830829188
133	88	metagenomics_34	proteomics_89	-0.18838511756443554
123	115	metagenomics_24	metagenomics_16	0.18811466128071702
112	96	metagenomics_13	proteomics_97	0.1879715405778918
130	113	metagenomics_31	metagenomics_14	-0.18790473674456726
69	25	proteomics_70	proteomics_26	0.18672308991856754
128	84	metagenomics_29	proteomics_85	0.18621979904057206
116	103	metagenomics_17	metagenomics_4	-0.185967038778509
148	130	metagenomics_49	metagenomics_31	-0.18592027331833547
25	16	proteomics_26	proteomics_17	0.18577821170899741
116	115	metagenomics_17	metagenomics_16	-0.1857721088452538
106	73	metagenomics_7	proteomics_74	0.18575392267534874
88	80	proteomics_89	proteomics_81	-0.18511694195832057
123	49	metagenomics_24	proteomics_50	-0.18508645320711573
65	55	proteomics_66	proteomics_56	-0.18409422506722461
136	10	metagenomics_37	proteomics_11	0.18409082404797789
145	9	metagenomics_46	proteomics_10	-0.1833783584574169
43	10	proteomics_44	proteomics_11	0.18296002759663801
56	26	proteomics_57	proteomics_27	0.1826278185429287
71	32	proteomics_72	proteomics_33	0.18229329972497185
149	118	metagenomics_50	metagenomics_19	-0.18207966895285785
86	47	proteomics_87	proteomics_48	-0.1820596748272161
145	127	metagenomics_46	metagenomics_28	0.18180276173480647
128	64	metagenomics_29	proteomics_65	-0.18172244758470352
51	49	proteomics_52	proteomics_50	-0.18092370761358761
97	49	proteomics_98	proteomics_50	0.18064810353483737
134	116	metagenomics_35	metagenomics_17	-0.18061068282243484
65	40	proteomics_66	proteomics_41	-0.18051747950095998
138	33	metagenomics_39	proteomics_34	0.1802800329946109
86	20	proteomics_87	proteomics_21	0.17986029148481533
116	84	metagenomics_17	proteomics_85	0.17959145114003577
35	12	proteomics_36	proteomics_13	-0.17905700641269034
127	108	metagenomics_28	metagenomics_9	0.17798960342558587
52	49	proteomics_53	proteomics_50	-0.177016603885677
27	14	proteomics_28	proteomics_15	0.17648663503086054
73	63	proteomics_74	proteomics_64	0.17646398112450207
123	103	metagenomics_24	metagenomics_4	-0.17644629543545598
139	130	metagenomics_40	metagenomics_31	0.17606326564657243
147	133	metagenomics_48	metagenomics_34	0.17572999446696466
134	47	metagenomics_35	proteomics_48	-0.17549448309494675
106	63	metagenomics_7	proteomics_64	0.17542106493793602
145	65	metagenomics_46	proteomics_66	0.17517104394151023
145	83	metagenomics_46	proteomics_84	0.17481122362780635
49	12	proteomics_50	proteomics_13	0.17396414671448168
96	30	proteomics_97	proteomics_31	-0.17385897723992566
130	95	metagenomics_31	proteomics_96	0.1738331589340872
134	96	metagenomics_35	proteomics_97	-0.17381742029913647
130	92	metagenomics_31	proteomics_93	-0.17357728623054083
127	34	metagenomics_28	proteomics_35	-0.1722026779725614
113	79	metagenomics_14	proteomics_80	-0.17182921184501734
84	30	proteomics_85	proteomics_31	-0.1711744174426696
69	51	proteomics_70	proteomics_52	0.17057479889307342
38	26	proteomics_39	proteomics_27	0.17022947382456385
105	86	metagenomics_6	proteomics_87	0.1697506214436189
145	80	metagenomics_46	proteomics_81	-0.16930569329850484
100	86	metagenomics_1	proteomics_87	-0.16893039535432997
114	71	metagenomics_15	proteomics_72	0.16890584694940083
14	12	proteomics_15	proteomics_13	0.16882572262028372
68	10	proteomics_69	proteomics_11	0.16868067791510913
134	92	metagenomics_35	proteomics_93	0.1686481174087089
67	40	proteomics_68	proteomics_41	-0.1680983725990795
133	8	metagenomics_34	proteomics_9	-0.1673445754553232
116	76	metagenomics_17	proteomics_77	0.166447830665926
70	12	proteomics_71	proteomics_13	0.16618632182912357
66	55	proteomics_67	proteomics_56	-0.1658682910884929
103	21	metagenomics_4	proteomics_22	0.16505264843372025
111	86	metagenomics_12	proteomics_87	-0.16479660331110152
70	14	proteomics_71	proteomics_15	0.16450729954717158
147	127	metagenomics_48	metagenomics_28	0.16314411511467156
97	0	proteomics_98	proteomics_1	0.163052439629112
127	71	metagenomics_28	proteomics_72	0.1626374533982702
149	87	metagenomics_50	proteomics_88	0.1623502737746263
128	114	metagenomics_29	metagenomics_15	-0.16192259251195557
140	110	metagenomics_41	metagenomics_11	0.15976360514705562
53	48	proteomics_54	proteomics_49	-0.1597567743908965
135	23	metagenomics_36	proteomics_24	-0.1595000931208776
135	57	metagenomics_36	proteomics_58	-0.15937757641729886
114	12	metagenomics_15	proteomics_13	-0.15920836519905496
122	87	metagenomics_23	proteomics_88	0.1591327655958853
71	40	proteomics_72	proteomics_41	-0.15886420411811275
94	12	proteomics_95	proteomics_13	-0.15867548312101323
131	47	metagenomics_32	proteomics_48	0.15831658261509082
84	19	proteomics_85	proteomics_20	0.1578050791090771
91	69	proteomics_92	proteomics_70	-0.1577921437270432
96	45	proteomics_97	proteomics_46	-0.1577866566029415
142	119	metagenomics_43	metagenomics_20	-0.15735079393330217
48	12	proteomics_49	proteomics_13	0.15687296026563702
126	12	metagenomics_27	proteomics_13	-0.15682810253355972
128	40	metagenomics_29	proteomics_41	0.15656495558723882
68	30	proteomics_69	proteomics_31	0.15628316451205487
47	4	proteomics_48	proteomics_5	-0.1561277924845868
84	35	proteomics_85	proteomics_36	-0.15585044226907002
103	52	metagenomics_4	proteomics_53	-0.1553658444955795
30	2	proteomics_31	proteomics_3	-0.15515301162405742
97	69	proteomics_98	proteomics_70	-0.15513714599743358
120	27	metagenomics_21	proteomics_28	0.15490201406761397
149	112	metagenomics_50	metagenomics_13	-0.1540490821078493
148	56	metagenomics_49	proteomics_57	-0.15403960955604
70	46	proteomics_71	proteomics_47	-0.15346037416099148
62	13	proteomics_63	proteomics_14	0.15337896024831515
125	80	metagenomics_26	proteomics_81	0.152145329508322
119	69	metagenomics_20	proteomics_70	0.15189618505661015
113	49	metagenomics_14	proteomics_50	-0.15126144975235037
130	115	metagenomics_31	metagenomics_16	0.15103357186260685
126	27	metagenomics_27	proteomics_28	0.15102564648222397
80	65	proteomics_81	proteomics_66	-0.15096078162109708
38	36	proteomics_39	proteomics_37	-0.1505047940233337
130	122	metagenomics_31	metagenomics_23	0.14969841402294837
85	65	proteomics_86	proteomics_66	0.1496343059738863
140	71	metagenomics_41	proteomics_72	0.14908793858628627
115	23	metagenomics_16	proteomics_24	0.14859019920771918
115	57	metagenomics_16	proteomics_58	0.14851069339622533
105	10	metagenomics_6	proteomics_11	-0.14848006333125882
109	99	metagenomics_10	proteomics_100	0.14814778602045886
96	26	proteomics_97	proteomics_27	-0.14807580700690595
138	53	metagenomics_39	proteomics_54	-0.14752648330934587
107	7	metagenomics_8	proteomics_8	0.14728590782336903
141	78	metagenomics_42	proteomics_79	0.14707693207017417
84	25	proteomics_85	proteomics_26	0.14694171926489374
122	47	metagenomics_23	proteomics_48	-0.14674138155360758
64	7	proteomics_65	proteomics_8	-0.14667861688543787
38	1	proteomics_39	proteomics_2	-0.14611447063650967
97	96	proteomics_98	proteomics_97	0.14569410285084977
134	36	metagenomics_35	proteomics_37	-0.14530964184443274
43	12	proteomics_44	proteomics_13	-0.14518384700171716
119	19	metagenomics_20	proteomics_20	0.14495516289898813
64	19	proteomics_65	proteomics_20	-0.14459114046332722
130	52	metagenomics_31	proteomics_53	0.1445311935440977
112	36	metagenomics_13	proteomics_37	0.1437911581948056
106	20	metagenomics_7	proteomics_21	0.1435927817348144
38	24	proteomics_39	proteomics_25	0.1431997021023229
112	62	metagenomics_13	proteomics_63	0.14236415050340417
116	88	metagenomics_17	proteomics_89	0.14203350870594866
119	8	metagenomics_20	proteomics_9	0.14165157718189036
86	9	proteomics_87	proteomics_10	-0.1414715072609062
132	84	metagenomics_33	proteomics_85	0.1410979867485847
113	67	metagenomics_14	proteomics_68	-0.14071127778840103
136	88	metagenomics_37	proteomics_89	0.14015824687060083
106	34	metagenomics_7	proteomics_35	0.13984087508294188
25	14	proteomics_26	proteomics_15	-0.13923919946036495
149	96	metagenomics_50	proteomics_97	-0.13872716757221176
135	96	metagenomics_36	proteomics_97	-0.13847437637032242
65	20	proteomics_66	proteomics_21	-0.13844829644284204
142	20	metagenomics_43	proteomics_21	-0.13837577850993737
79	51	proteomics_80	proteomics_52	0.13779169781387635
72	11	proteomics_73	proteomics_12	0.13754461930619266
62	45	proteomics_63	proteomics_46	-0.13742441060297356
88	14	proteomics_89	proteomics_15	0.13721219607881885
132	114	metagenomics_33	metagenomics_15	0.1368700653577134
111	51	metagenomics_12	proteomics_52	0.13671589480181973
30	14	proteomics_31	proteomics_15	0.1358434505946218
101	78	metagenomics_2	proteomics_79	-0.13583425098754795
116	78	metagenomics_17	proteomics_79	-0.13582564347688394
130	46	metagenomics_31	proteomics_47	-0.1354582684491305
97	47	proteomics_98	proteomics_48	0.13538219605310853
149	113	metagenomics_50	metagenomics_14	-0.13508811043412053
113	97	metagenomics_14	proteomics_98	0.13504351338433537
78	6	proteomics_79	proteomics_7	0.13500678329491278
47	16	proteomics_48	proteomics_17	0.13499155821561126
69	47	proteomics_70	proteomics_48	0.13473142944541644
126	41	metagenomics_27	proteomics_42	-0.13463853919881172
124	25	metagenomics_25	proteomics_26	0.13460723849597894
135	116	metagenomics_36	metagenomics_17	0.13443599604880016
116	64	metagenomics_17	proteomics_65	-0.1344106963098371
119	54	metagenomics_20	proteomics_55	0.13440772355145222
133	123	metagenomics_34	metagenomics_24	-0.13432694216212618
62	42	proteomics_63	proteomics_43	-0.1342764746484461
116	0	metagenomics_17	proteomics_1	-0.13394074622135993
85	5	proteomics_86	proteomics_6	-0.1339206218106976
99	97	proteomics_100	proteomics_98	-0.13369866159922492
98	62	proteomics_99	proteomics_63	0.13356960741928878
125	116	metagenomics_26	metagenomics_17	-0.13353474203516125
130	97	metagenomics_31	proteomics_98	0.13343820398510856
87	30	proteomics_88	proteomics_31	0.13312026159625978
95	56	proteomics_96	proteomics_57	-0.1328687765778682
47	25	proteomics_48	proteomics_26	0.13283789421730702
97	48	proteomics_98	proteomics_49	0.13281683389084245
130	69	metagenomics_31	proteomics_70	0.13263439788128595
65	16	proteomics_66	proteomics_17	-0.13256566160472003
110	88	metagenomics_11	proteomics_89	0.13216417331100277
109	30	metagenomics_10	proteomics_31	-0.1321427821085433
27	5	proteomics_28	proteomics_6	-0.13211595593798448
114	40	metagenomics_15	proteomics_41	-0.13205932229828274
95	38	proteomics_96	proteomics_39	-0.13163028582735886
122	10	metagenomics_23	proteomics_11	0.13148724894205288
45	27	proteomics_46	proteomics_28	0.13148311173761706
149	127	metagenomics_50	metagenomics_28	0.13141228364400448
113	112	metagenomics_14	metagenomics_13	0.1313888604571481
106	10	metagenomics_7	proteomics_11	-0.1312197985647996
115	51	metagenomics_16	proteomics_52	-0.12997491504233005
69	65	proteomics_70	proteomics_66	-0.12877086880754338
111	10	metagenomics_12	proteomics_11	0.12821649685609263
115	111	metagenomics_16	metagenomics_12	-0.12769823261847035
100	12	metagenomics_1	proteomics_13	0.12768019714304313
145	79	metagenomics_46	proteomics_80	0.1276342723828548
69	14	proteomics_70	proteomics_15	-0.12749269314336556
54	20	proteomics_55	proteomics_21	0.12749068512763745
57	49	proteomics_58	proteomics_50	0.12734856315492546
100	65	metagenomics_1	proteomics_66	0.1272388426490561
114	25	metagenomics_15	proteomics_26	0.1270374664966762
140	6	metagenomics_41	proteomics_7	0.12694566145830136
134	21	metagenomics_35	proteomics_22	-0.1267982062692542
124	92	metagenomics_25	proteomics_93	0.12678291189451754
103	49	metagenomics_4	proteomics_50	0.12676657277144288
101	60	metagenomics_2	proteomics_61	-0.12656733011491006
49	23	proteomics_50	proteomics_24	0.12604883690155988
149	53	metagenomics_50	proteomics_54	0.12601755652696447
73	34	proteomics_74	proteomics_35	0.12591577145575789
106	41	metagenomics_7	proteomics_42	0.12580021179329806
36	21	proteomics_37	proteomics_22	0.12573503956412596
130	119	metagenomics_31	metagenomics_20	0.12566670278184405
136	125	metagenomics_37	metagenomics_26	-0.12553483857121212
56	52	proteomics_57	proteomics_53	0.12505966792853374
126	10	metagenomics_27	proteomics_11	0.12486988315818272
63	36	proteomics_64	proteomics_37	0.1245378936895647
86	27	proteomics_87	proteomics_28	0.12444629838999716
116	12	metagenomics_17	proteomics_13	0.12442799029449458
130	116	metagenomics_31	metagenomics_17	-0.12439047171753295
10	6	proteomics_11	proteomics_7	-0.1243713769167669
49	45	proteomics_50	proteomics_46	0.12367380065947912
127	67	metagenomics_28	proteomics_68	0.12357299564354778
102	7	metagenomics_3	proteomics_8	-0.12344332638504509
112	38	metagenomics_13	proteomics_39	-0.12335498718017653
64	35	proteomics_65	proteomics_36	0.12303141904043412
132	124	metagenomics_33	metagenomics_25	0.12298810030837606
134	113	metagenomics_35	metagenomics_14	-0.12285199110506588
66	58	proteomics_67	proteomics_59	0.12256149875164057
43	38	proteomics_44	proteomics_39	-0.12206969061937145
130	0	metagenomics_31	proteomics_1	0.12177757359866828
116	68	metagenomics_17	proteomics_69	0.12137072571915555
95	19	proteomics_96	proteomics_20	0.12136691295633899
65	15	proteomics_66	proteomics_16	0.12131914751928075
79	19	proteomics_80	proteomics_20	0.12120471475800013
120	40	metagenomics_21	proteomics_41	0.12103436320891667
106	100	metagenomics_7	metagenomics_1	-0.12089605005525886
86	45	proteomics_87	proteomics_46	0.1208483639967039
69	58	proteomics_70	proteomics_59	-0.12078696644376405
133	21	metagenomics_34	proteomics_22	0.12076714009520556
38	19	proteomics_39	proteomics_20	-0.12053708359426106
87	69	proteomics_88	proteomics_70	0.12036235121472978
106	9	metagenomics_7	proteomics_10	-0.12031355182673807
133	51	metagenomics_34	proteomics_52	-0.12031048999240226
113	47	metagenomics_14	proteomics_48	0.1201091041970849
113	6	metagenomics_14	proteomics_7	-0.12006864010995971
49	6	proteomics_50	proteomics_7	-0.11997211052728599
75	26	proteomics_76	proteomics_27	0.11925246833610742
115	10	metagenomics_16	proteomics_11	0.1191579864082784
10	0	proteomics_11	proteomics_1	0.11876818327736219
135	36	metagenomics_36	proteomics_37	-0.1186224892089926
67	25	proteomics_68	proteomics_26	-0.11719052431327906
124	14	metagenomics_25	proteomics_15	0.1171547991943897
105	38	metagenomics_6	proteomics_39	-0.11691829788733346
86	10	proteomics_87	proteomics_11	-0.11687051660027939
119	25	metagenomics_20	proteomics_26	-0.11685498745852753
128	48	metagenomics_29	proteomics_49	-0.11675040577194384
79	6	proteomics_80	proteomics_7	0.11641218760773017
61	4	proteomics_62	proteomics_5	0.11594187882257187
131	61	metagenomics_32	proteomics_62	-0.1154591650364845
127	26	metagenomics_28	proteomics_27	-0.11487876890340332
149	21	metagenomics_50	proteomics_22	-0.1146728974848912
114	88	metagenomics_15	proteomics_89	-0.11437801626399911
149	12	metagenomics_50	proteomics_13	0.1141118848980806
57	6	proteomics_58	proteomics_7	-0.11380890268006427
23	6	proteomics_24	proteomics_7	-0.11366268555566902
96	19	proteomics_97	proteomics_20	0.11324586629648369
145	38	metagenomics_46	proteomics_39	0.11322756484707204
133	32	metagenomics_34	proteomics_33	0.1120134215109787
133	52	metagenomics_34	proteomics_53	-0.11183061364134773
25	22	proteomics_26	proteomics_23	0.11142485051480867
149	70	metagenomics_50	proteomics_71	0.11111196418972373
49	22	proteomics_50	proteomics_23	0.11100178628930832
119	16	metagenomics_20	proteomics_17	-0.11046123416777426
134	70	metagenomics_35	proteomics_71	0.1104429233139512
55	47	proteomics_56	proteomics_48	-0.11017397316996233
107	47	metagenomics_8	proteomics_48	-0.10974747971612284
145	86	metagenomics_46	proteomics_87	-0.10945866437612721
136	5	metagenomics_37	proteomics_6	0.10941034240762434
41	5	proteomics_42	proteomics_6	0.1093924972915657
80	32	proteomics_81	proteomics_33	0.10927787508796227
16	14	proteomics_17	proteomics_15	-0.10855586445495798
64	47	proteomics_65	proteomics_48	0.10850922267173707
70	41	proteomics_71	proteomics_42	0.10848446429633188
96	34	proteomics_97	proteomics_35	-0.10830162569610838
25	18	proteomics_26	proteomics_19	-0.10783218373268365
140	8	metagenomics_41	proteomics_9	0.10772217023886956
96	46	proteomics_97	proteomics_47	0.10746683127172686
132	67	metagenomics_33	proteomics_68	-0.10734184190804515
115	87	metagenomics_16	proteomics_88	-0.10721159744870992
68	45	proteomics_69	proteomics_46	0.10718089199225085
115	25	metagenomics_16	proteomics_26	-0.10666622479537977
124	88	metagenomics_25	proteomics_89	0.10625389976075375
136	46	metagenomics_37	proteomics_47	-0.10592112146109386
62	9	proteomics_63	proteomics_10	-0.1057393979095266
139	113	metagenomics_40	metagenomics_14	-0.10566777961911361
56	20	proteomics_57	proteomics_21	-0.1056555486732298
49	48	proteomics_50	proteomics_49	0.10539243831866298
139	67	metagenomics_40	proteomics_68	0.10495655965433634
111	62	metagenomics_12	proteomics_63	0.10480904017094214
65	25	proteomics_66	proteomics_26	-0.10475533810943295
96	95	proteomics_97	proteomics_96	0.10471560014532409
106	40	metagenomics_7	proteomics_41	0.10463319780784297
142	104	metagenomics_43	metagenomics_5	0.10459014521033275
106	38	metagenomics_7	proteomics_39	0.10450628772485307
144	115	metagenomics_45	metagenomics_16	0.1041697956477472
140	124	metagenomics_41	metagenomics_25	0.10416392340690012
147	101	metagenomics_48	metagenomics_2	0.10382313306429553
142	73	metagenomics_43	proteomics_74	-0.10369688936331062
137	115	metagenomics_38	metagenomics_16	0.10355984968585806
145	106	metagenomics_46	metagenomics_7	0.10330493582237382
63	34	proteomics_64	proteomics_35	0.10328053137891004
134	112	metagenomics_35	metagenomics_13	-0.10315349179778399
101	71	metagenomics_2	proteomics_72	0.1028912784225654
134	58	metagenomics_35	proteomics_59	-0.10263383662212089
89	70	proteomics_90	proteomics_71	-0.10261957005333242
140	32	metagenomics_41	proteomics_33	0.10249917736584994
128	46	metagenomics_29	proteomics_47	0.10221632540196658
88	6	proteomics_89	proteomics_7	-0.10220796183627993
135	128	metagenomics_36	metagenomics_29	-0.10210015400047698
99	12	proteomics_100	proteomics_13	0.10191147282211944
149	6	metagenomics_50	proteomics_7	-0.10078744533347972
87	51	proteomics_88	proteomics_52	0.10061541198239651
120	70	metagenomics_21	proteomics_71	0.10040946194479113
140	96	metagenomics_41	proteomics_97	0.09974106827495302
133	49	metagenomics_34	proteomics_50	0.09956443247501366
133	103	metagenomics_34	metagenomics_4	0.0995582330605774
47	12	proteomics_48	proteomics_13	0.09938470877644817
140	19	metagenomics_41	proteomics_20	0.09924939113235334
