feature_a_id	feature_b_id	feature_a_name	feature_b_name	feature_b_dataset	proba	fdr	bayes_k
80	84	proteomics_81	proteomics_85	random.realistic.proteomics	0.9997333233386668	2.5098089702434465e-05	-8.229206927441687
43	106	proteomics_44	metagenomics_7	random.realistic.metagenomics	0.9997333233386668	2.5607749136254594e-05	-8.229206927441687
89	51	proteomics_90	proteomics_52	random.realistic.proteomics	0.9997333233386668	2.6115262635616536e-05	-8.229206927441687
9	20	proteomics_10	proteomics_21	random.realistic.proteomics	0.9997333233386668	2.662064372531729e-05	-8.229206927441687
98	80	proteomics_99	proteomics_81	random.realistic.proteomics	0.9997333233386668	2.7123905816738377e-05	-8.229206927441687
80	111	proteomics_81	metagenomics_12	random.realistic.metagenomics	0.9997333233386668	2.762506220903218e-05	-8.229206927441687
50	84	proteomics_51	proteomics_85	random.realistic.proteomics	0.9997333233386668	2.8124126090293443e-05	-8.229206927441687
84	80	proteomics_85	proteomics_81	random.realistic.proteomics	0.9997333233386668	2.8621110538716112e-05	-8.229206927441687
33	63	proteomics_34	proteomics_64	random.realistic.proteomics	0.9997333233386668	2.9116028523735783e-05	-8.229206927441687
74	122	proteomics_75	metagenomics_23	random.realistic.metagenomics	0.9997333233386668	2.960889290715786e-05	-8.229206927441687
35	65	proteomics_36	proteomics_66	random.realistic.proteomics	0.9997333233386668	3.0099716444271765e-05	-8.229206927441687
69	141	proteomics_70	metagenomics_42	random.realistic.metagenomics	0.9997333233386668	3.058851178495132e-05	-8.229206927441687
92	101	proteomics_93	metagenomics_2	random.realistic.metagenomics	0.9997333233386668	3.1075291474741475e-05	-8.229206927441687
18	114	proteomics_19	metagenomics_15	random.realistic.metagenomics	0.9997333233386668	3.156006795593167e-05	-8.229206927441687
71	26	proteomics_72	proteomics_27	random.realistic.proteomics	0.9997333233386668	3.204285356861595e-05	-8.229206927441687
47	133	proteomics_48	metagenomics_34	random.realistic.metagenomics	0.9997333233386668	3.252366055174005e-05	-8.229206927441687
30	46	proteomics_31	proteomics_47	random.realistic.proteomics	0.9997333233386668	3.3002501044135625e-05	-8.229206927441687
71	105	proteomics_72	metagenomics_6	random.realistic.metagenomics	0.9997333233386668	3.347938708554183e-05	-8.229206927441687
50	19	proteomics_51	proteomics_20	random.realistic.proteomics	0.9997333233386668	3.39543306176144e-05	-8.229206927441687
18	84	proteomics_19	proteomics_85	random.realistic.proteomics	0.9997333233386668	3.442734348492246e-05	-8.229206927441687
96	64	proteomics_97	proteomics_65	random.realistic.proteomics	0.9995999900080003	3.5168890439313564e-05	7.823620941151559
34	122	proteomics_35	metagenomics_23	random.realistic.metagenomics	0.9995999900080003	3.5907435179314426e-05	7.823620941151559
31	134	proteomics_32	metagenomics_35	random.realistic.metagenomics	0.9995999900080003	3.664299590016377e-05	7.823620941151559
11	44	proteomics_12	proteomics_45	random.realistic.proteomics	0.9995999900080003	3.737559065036452e-05	7.823620941151559
87	68	proteomics_88	proteomics_69	random.realistic.proteomics	0.9995999900080003	3.810523733316005e-05	7.823620941151559
45	135	proteomics_46	metagenomics_36	random.realistic.metagenomics	0.9995999900080003	3.883195370799254e-05	7.823620941151559
97	48	proteomics_98	proteomics_49	random.realistic.proteomics	0.9995999900080003	3.955575739194393e-05	7.823620941151559
58	139	proteomics_59	metagenomics_40	random.realistic.metagenomics	0.9995999900080003	4.027666586115952e-05	7.823620941151559
58	21	proteomics_59	proteomics_22	random.realistic.proteomics	0.9995999900080003	4.099469645225449e-05	7.823620941151559
27	4	proteomics_28	proteomics_5	random.realistic.proteomics	0.9995999900080003	4.170986636370366e-05	7.823620941151559
25	16	proteomics_26	proteomics_17	random.realistic.proteomics	0.9995999900080003	4.2422192657214666e-05	7.823620941151559
27	131	proteomics_28	metagenomics_32	random.realistic.metagenomics	0.9995999900080001	4.313169225908497e-05	-7.823620941151449
90	147	proteomics_91	metagenomics_48	random.realistic.metagenomics	0.9995999900080001	4.383838196154194e-05	-7.823620941151449
25	45	proteomics_26	proteomics_46	random.realistic.proteomics	0.9995999900080001	4.454227842406824e-05	-7.823620941151449
83	70	proteomics_84	proteomics_71	random.realistic.proteomics	0.9995999900080001	4.524339817471081e-05	-7.823620941151449
10	2	proteomics_11	proteomics_3	random.realistic.proteomics	0.9995999900080001	4.5941757611374466e-05	-7.823620941151449
92	73	proteomics_93	proteomics_74	random.realistic.proteomics	0.9995999900080001	4.663737300310035e-05	-7.823620941151449
85	145	proteomics_86	metagenomics_46	random.realistic.metagenomics	0.9995999900080001	4.7330260491329274e-05	-7.823620941151449
95	47	proteomics_96	proteomics_48	random.realistic.proteomics	0.9995999900080001	4.802043609115025e-05	-7.823620941151449
65	35	proteomics_66	proteomics_36	random.realistic.proteomics	0.9995999900080001	4.870791569253443e-05	-7.823620941151449
83	12	proteomics_84	proteomics_13	random.realistic.proteomics	0.9995999900080001	4.939271506155454e-05	-7.823620941151449
38	67	proteomics_39	proteomics_68	random.realistic.proteomics	0.9994666566773336	5.0334253208645704e-05	-7.535811722979482
72	44	proteomics_73	proteomics_45	random.realistic.proteomics	0.9994666566773336	5.127213489691321e-05	-7.535811722979482
20	9	proteomics_21	proteomics_10	random.realistic.proteomics	0.9994666566773336	5.22063813848386e-05	-7.535811722979482
86	131	proteomics_87	metagenomics_32	random.realistic.metagenomics	0.9994666566773336	5.313701376642772e-05	-7.535811722979482
40	58	proteomics_41	proteomics_59	random.realistic.proteomics	0.9994666566773336	5.406405297279835e-05	-7.535811722979482
16	134	proteomics_17	metagenomics_35	random.realistic.metagenomics	0.9994666566773336	5.498751977374944e-05	-7.535811722979482
32	93	proteomics_33	proteomics_94	random.realistic.proteomics	0.9994666566773336	5.590743477931225e-05	-7.535811722979482
97	47	proteomics_98	proteomics_48	random.realistic.proteomics	0.9994666566773335	5.682381844128387e-05	7.535811722979385
78	43	proteomics_79	proteomics_44	random.realistic.proteomics	0.9994666566773335	5.773669105474218e-05	7.535811722979385
86	4	proteomics_87	proteomics_5	random.realistic.proteomics	0.9994666566773335	5.864607275954482e-05	7.535811722979385
43	126	proteomics_44	metagenomics_27	random.realistic.metagenomics	0.9994666566773335	5.9551983541810054e-05	7.535811722979385
40	105	proteomics_41	metagenomics_6	random.realistic.metagenomics	0.9994666566773335	6.0454443235380935e-05	7.535811722979385
47	25	proteomics_48	proteomics_26	random.realistic.proteomics	0.9994666566773335	6.135347152327284e-05	7.535811722979385
87	13	proteomics_88	proteomics_14	random.realistic.proteomics	0.9994666566773335	6.224908793910444e-05	7.535811722979385
69	16	proteomics_70	proteomics_17	random.realistic.proteomics	0.9994666566773335	6.314131186851243e-05	7.535811722979385
1	35	proteomics_2	proteomics_36	random.realistic.proteomics	0.9994666566773335	6.403016255055026e-05	7.535811722979385
48	96	proteomics_49	proteomics_97	random.realistic.proteomics	0.9994666566773335	6.491565907907097e-05	7.535811722979385
99	140	proteomics_100	metagenomics_41	random.realistic.metagenomics	0.9994666566773335	6.579782040409441e-05	7.535811722979385
18	67	proteomics_19	proteomics_68	random.realistic.proteomics	0.9994666566773335	6.667666533315913e-05	7.535811722979385
20	100	proteomics_21	metagenomics_1	random.realistic.metagenomics	0.9993333233466669	6.780236887537289e-05	-7.312538508221768
5	134	proteomics_6	metagenomics_35	random.realistic.metagenomics	0.9993333233466669	6.8923856299451e-05	-7.312538508221768
4	47	proteomics_5	proteomics_48	random.realistic.proteomics	0.9993333233466669	7.004115124717742e-05	-7.312538508221768
2	68	proteomics_3	proteomics_69	random.realistic.proteomics	0.9993333233466669	7.115427718390486e-05	-7.312538508221768
65	25	proteomics_66	proteomics_26	random.realistic.proteomics	0.9993333233466669	7.226325740019757e-05	-7.312538508221768
10	24	proteomics_11	proteomics_25	random.realistic.proteomics	0.9993333233466669	7.336811501345573e-05	-7.312538508221768
26	47	proteomics_27	proteomics_48	random.realistic.proteomics	0.9993333233466668	7.446887296952203e-05	7.312538508221711
43	28	proteomics_44	proteomics_29	random.realistic.proteomics	0.9993333233466668	7.556555404426958e-05	7.312538508221711
43	78	proteomics_44	proteomics_79	random.realistic.proteomics	0.9993333233466668	7.665818084517333e-05	7.312538508221711
40	3	proteomics_41	proteomics_4	random.realistic.proteomics	0.9993333233466668	7.774677581286343e-05	7.312538508221711
67	38	proteomics_68	proteomics_39	random.realistic.proteomics	0.9991999900160002	7.907691063457041e-05	-7.130086020211708
70	39	proteomics_71	proteomics_40	random.realistic.proteomics	0.9991999900160002	8.040215525472701e-05	-7.130086020211708
93	32	proteomics_94	proteomics_33	random.realistic.proteomics	0.9991999900160002	8.172253659187387e-05	-7.130086020211708
10	66	proteomics_11	proteomics_67	random.realistic.proteomics	0.9991999900160001	8.303808136734639e-05	7.13008602021168
65	123	proteomics_66	metagenomics_24	random.realistic.metagenomics	0.9991999900160001	8.434881610707679e-05	7.13008602021168
85	65	proteomics_86	proteomics_66	random.realistic.proteomics	0.9991999900160001	8.56547671433775e-05	7.13008602021168
98	38	proteomics_99	proteomics_39	random.realistic.proteomics	0.9991999900160001	8.695596061670445e-05	7.13008602021168
22	45	proteomics_23	proteomics_46	random.realistic.proteomics	0.9991999900160001	8.825242247740112e-05	7.13008602021168
16	69	proteomics_17	proteomics_70	random.realistic.proteomics	0.9991999900160001	8.954417848742376e-05	7.13008602021168
64	138	proteomics_65	metagenomics_39	random.realistic.metagenomics	0.9991999900160001	9.083125422204775e-05	7.13008602021168
42	80	proteomics_43	proteomics_81	random.realistic.proteomics	0.9991999900160001	9.211367507155557e-05	7.13008602021168
25	47	proteomics_26	proteomics_48	random.realistic.proteomics	0.9991999900160001	9.339146624290633e-05	7.13008602021168
31	112	proteomics_32	metagenomics_13	random.realistic.metagenomics	0.9990666566853336	9.490489299682259e-05	-6.975803677090022
97	100	proteomics_98	metagenomics_1	random.realistic.metagenomics	0.9990666566853336	9.641287576960966e-05	-6.975803677090022
80	98	proteomics_81	proteomics_99	random.realistic.proteomics	0.9990666566853336	9.791544388253036e-05	-6.975803677090022
46	30	proteomics_47	proteomics_31	random.realistic.proteomics	0.9990666566853336	9.941262644665923e-05	-6.975803677090022
91	37	proteomics_92	proteomics_38	random.realistic.proteomics	0.9990666566853336	0.00010090445236476257	-6.975803677090022
84	18	proteomics_85	proteomics_19	random.realistic.proteomics	0.9990666566853336	0.00010239095033315841	-6.975803677090022
49	63	proteomics_50	proteomics_64	random.realistic.proteomics	0.9990666566853336	0.00010387214884355641	6.975803677090013
9	80	proteomics_10	proteomics_81	random.realistic.proteomics	0.9990666566853336	0.00010534807618487827	6.975803677090013
96	48	proteomics_97	proteomics_49	random.realistic.proteomics	0.9990666566853336	0.00010681876044505865	6.975803677090013
47	97	proteomics_48	proteomics_98	random.realistic.proteomics	0.9990666566853336	0.00010828422951282705	6.975803677090013
63	36	proteomics_64	proteomics_37	random.realistic.proteomics	0.9989333233546669	0.00010998049927534083	6.842140156938773
26	46	proteomics_27	proteomics_47	random.realistic.proteomics	0.9989333233546669	0.00011167077515176798	6.842140156938773
29	135	proteomics_30	metagenomics_36	random.realistic.metagenomics	0.9989333233546669	0.0001133550888557915	6.842140156938773
97	126	proteomics_98	metagenomics_27	random.realistic.metagenomics	0.9989333233546669	0.00011503347187775861	6.842140156938773
14	109	proteomics_15	metagenomics_10	random.realistic.metagenomics	0.9989333233546669	0.00011670595548664323	6.842140156938773
34	69	proteomics_35	proteomics_70	random.realistic.proteomics	0.9989333233546669	0.00011837257073198791	6.842140156938773
11	76	proteomics_12	proteomics_77	random.realistic.proteomics	0.9989333233546669	0.00012003334844582525	6.842140156938773
6	69	proteomics_7	proteomics_70	random.realistic.proteomics	0.9989333233546669	0.00012168831924457924	-6.8421401569387665
4	66	proteomics_5	proteomics_67	random.realistic.proteomics	0.9989333233546669	0.00012333751353094666	-6.8421401569387665
94	116	proteomics_95	metagenomics_17	random.realistic.metagenomics	0.9989333233546669	0.00012498096149575878	-6.8421401569387665
42	38	proteomics_43	proteomics_39	random.realistic.proteomics	0.9989333233546669	0.00012661869311982374	-6.8421401569387665
2	87	proteomics_3	proteomics_88	random.realistic.proteomics	0.9989333233546669	0.00012825073817574958	-6.8421401569387665
13	10	proteomics_14	proteomics_11	random.realistic.proteomics	0.9989333233546669	0.00012987712622974847	-6.8421401569387665
15	67	proteomics_16	proteomics_68	random.realistic.proteomics	0.9989333233546669	0.0001314978866434221	-6.8421401569387665
15	84	proteomics_16	proteomics_85	random.realistic.proteomics	0.9987999900240002	0.00013334333066649008	6.724224678325084
16	47	proteomics_17	proteomics_48	random.realistic.proteomics	0.9987999900240002	0.00013518241108947853	6.724224678325084
16	128	proteomics_17	metagenomics_29	random.realistic.metagenomics	0.9987999900240002	0.00013701516077090762	6.724224678325084
1	65	proteomics_2	proteomics_66	random.realistic.proteomics	0.9987999900240002	0.00013884161234346582	-6.724224678325067
30	116	proteomics_31	metagenomics_17	random.realistic.metagenomics	0.9987999900240002	0.00014066179821594664	-6.724224678325067
97	3	proteomics_98	proteomics_4	random.realistic.proteomics	0.9987999900240002	0.00014247575057516553	-6.724224678325067
81	73	proteomics_82	proteomics_74	random.realistic.proteomics	0.9987999900240002	0.0001442835013878572	-6.724224678325067
80	42	proteomics_81	proteomics_43	random.realistic.proteomics	0.9986666566933335	0.00014631261368355447	6.618731493558722
17	97	proteomics_18	proteomics_98	random.realistic.proteomics	0.9986666566933335	0.00014833481247909604	6.618731493558722
30	35	proteomics_31	proteomics_36	random.realistic.proteomics	0.9986666566933335	0.00015035013304744187	6.618731493558722
69	101	proteomics_70	metagenomics_2	random.realistic.metagenomics	0.9986666566933335	0.00015235861042200727	6.618731493558722
87	63	proteomics_88	proteomics_64	random.realistic.proteomics	0.9986666566933335	0.00015436027939869277	-6.618731493558696
28	123	proteomics_29	metagenomics_24	random.realistic.metagenomics	0.9986666566933335	0.00015635517453789374	-6.618731493558696
70	96	proteomics_71	proteomics_97	random.realistic.proteomics	0.9986666566933335	0.00015834333016648928	-6.618731493558696
47	26	proteomics_48	proteomics_27	random.realistic.proteomics	0.9985333233626669	0.000160549625794089	6.523288475307145
21	89	proteomics_22	proteomics_90	random.realistic.proteomics	0.9985333233626669	0.00016274849281688202	6.523288475307145
19	122	proteomics_20	metagenomics_23	random.realistic.metagenomics	0.9985333233626669	0.00016493996869001857	6.523288475307145
37	126	proteomics_38	metagenomics_27	random.realistic.metagenomics	0.9985333233626669	0.00016712409061727212	6.523288475307145
54	139	proteomics_55	metagenomics_40	random.realistic.metagenomics	0.9985333233626669	0.00016930089555314458	6.523288475307145
55	86	proteomics_56	proteomics_87	random.realistic.proteomics	0.9985333233626669	0.00017147042020495057	6.523288475307145
81	34	proteomics_82	proteomics_35	random.realistic.proteomics	0.9985333233626669	0.00017363270103488076	-6.52328847530711
14	25	proteomics_15	proteomics_26	random.realistic.proteomics	0.9985333233626669	0.0001757877742620445	-6.52328847530711
30	128	proteomics_31	metagenomics_29	random.realistic.metagenomics	0.9985333233626669	0.00017793567586449224	-6.52328847530711
45	25	proteomics_46	proteomics_26	random.realistic.proteomics	0.9985333233626669	0.00018007644158121754	-6.52328847530711
20	19	proteomics_21	proteomics_20	random.realistic.proteomics	0.9983999900320002	0.00018243122354874423	-6.436144128404985
75	56	proteomics_76	proteomics_57	random.realistic.proteomics	0.9983999900320002	0.0001847782082249877	6.4361441284049565
40	48	proteomics_41	proteomics_49	random.realistic.proteomics	0.9983999900320002	0.00018711743427420228	6.4361441284049565
46	135	proteomics_47	metagenomics_36	random.realistic.metagenomics	0.9982666567013335	0.00018966896210323244	-6.355968345572385
13	25	proteomics_14	proteomics_26	random.realistic.proteomics	0.9982666567013335	0.0001922120829212938	-6.355968345572385
29	112	proteomics_30	metagenomics_13	random.realistic.metagenomics	0.9982666567013335	0.0001947468382103484	-6.355968345572385
29	71	proteomics_30	proteomics_72	random.realistic.proteomics	0.9982666567013335	0.00019727326917989867	6.355968345572367
13	62	proteomics_14	proteomics_63	random.realistic.proteomics	0.9982666567013335	0.00019979141676922094	6.355968345572367
63	119	proteomics_64	metagenomics_20	random.realistic.metagenomics	0.9982666567013335	0.00020230132164957652	6.355968345572367
50	64	proteomics_51	proteomics_65	random.realistic.proteomics	0.9982666567013335	0.00020480302422640152	6.355968345572367
16	115	proteomics_17	metagenomics_16	random.realistic.metagenomics	0.9982666567013335	0.00020729656464147506	6.355968345572367
41	24	proteomics_42	proteomics_25	random.realistic.proteomics	0.9982666567013335	0.00020978198277506627	6.355968345572367
19	148	proteomics_20	metagenomics_49	random.realistic.metagenomics	0.9981333233706668	0.00021247612041174607	-6.281727211739309
73	81	proteomics_74	proteomics_82	random.realistic.proteomics	0.9981333233706668	0.0002151615108483068	-6.281727211739309
25	65	proteomics_26	proteomics_66	random.realistic.proteomics	0.9981333233706668	0.00021783819661570525	-6.281727211739309
65	40	proteomics_66	proteomics_41	random.realistic.proteomics	0.9981333233706668	0.000220506219969617	-6.281727211739309
0	5	proteomics_1	proteomics_6	random.realistic.proteomics	0.9981333233706668	0.00022316562289265986	6.2817272117393
47	95	proteomics_48	proteomics_96	random.realistic.proteomics	0.9979999900400002	0.00022603150085573592	-6.212601105784059
82	77	proteomics_83	proteomics_78	random.realistic.proteomics	0.9979999900400002	0.00022888814893809356	-6.212601105784059
19	130	proteomics_20	metagenomics_31	random.realistic.metagenomics	0.9979999900400002	0.00023173561165684234	-6.212601105784059
15	22	proteomics_16	proteomics_23	random.realistic.proteomics	0.9979999900400002	0.00023457393324326768	6.212601105784058
8	90	proteomics_9	proteomics_91	random.realistic.proteomics	0.9979999900400002	0.00023740315764512112	6.212601105784058
43	124	proteomics_44	metagenomics_25	random.realistic.metagenomics	0.9978666567093335	0.00024043666185795534	6.14792928768657
10	136	proteomics_11	metagenomics_37	random.realistic.metagenomics	0.9978666567093335	0.00024346047436403926	6.14792928768657
75	30	proteomics_76	proteomics_31	random.realistic.proteomics	0.9978666567093335	0.00024647464153517557	-6.147929287686564
41	66	proteomics_42	proteomics_67	random.realistic.proteomics	0.9978666567093335	0.00024947920944780506	-6.147929287686564
64	128	proteomics_65	metagenomics_29	random.realistic.metagenomics	0.9978666567093335	0.0002524742238853547	-6.147929287686564
58	52	proteomics_59	proteomics_53	random.realistic.proteomics	0.9977333233786669	0.0002556713705479701	6.087171314291899
36	14	proteomics_37	proteomics_15	random.realistic.proteomics	0.9977333233786668	0.0002588583836236994	-6.087171314291887
51	89	proteomics_52	proteomics_90	random.realistic.proteomics	0.9977333233786668	0.00026203531121501186	-6.087171314291887
9	79	proteomics_10	proteomics_80	random.realistic.proteomics	0.9975999900480003	0.0002654128382936607	6.029879500378016
65	85	proteomics_66	proteomics_86	random.realistic.proteomics	0.9975999900480003	0.0002687797107127555	6.029879500378016
80	140	proteomics_81	metagenomics_41	random.realistic.metagenomics	0.9975999900480002	0.00027213597880927057	-6.029879500377998
14	96	proteomics_15	proteomics_97	random.realistic.proteomics	0.9975999900480002	0.0002754816926035954	-6.029879500377998
6	119	proteomics_7	metagenomics_20	random.realistic.metagenomics	0.9975999900480002	0.00027881690180201965	-6.029879500377998
74	30	proteomics_75	proteomics_31	random.realistic.proteomics	0.9975999900480002	0.0002821416557991949	-6.029879500377998
39	70	proteomics_40	proteomics_71	random.realistic.proteomics	0.9975999900480002	0.0002854560036805731	-6.029879500377998
18	124	proteomics_19	metagenomics_25	random.realistic.metagenomics	0.9975999900480002	0.00028875999422482197	-6.029879500377998
3	49	proteomics_4	proteomics_50	random.realistic.proteomics	0.9974666567173335	0.0002922616842223909	-5.975678835370732
30	75	proteomics_31	proteomics_76	random.realistic.proteomics	0.9974666567173335	0.0002957524655283787	-5.975678835370732
85	67	proteomics_86	proteomics_68	random.realistic.proteomics	0.9974666567173335	0.0002992323890387024	-5.975678835370732
19	46	proteomics_20	proteomics_47	random.realistic.proteomics	0.9974666567173335	0.00030270150533315553	-5.975678835370732
96	70	proteomics_97	proteomics_71	random.realistic.proteomics	0.9974666567173335	0.0003061598646778584	-5.975678835370732
35	145	proteomics_36	metagenomics_46	random.realistic.metagenomics	0.9974666567173335	0.00030960751702768606	-5.975678835370732
86	109	proteomics_87	metagenomics_10	random.realistic.metagenomics	0.9974666567173335	0.00031304451202867343	-5.975678835370732
21	120	proteomics_22	metagenomics_21	random.realistic.metagenomics	0.9974666567173335	0.00031647089902039856	-5.975678835370732
0	126	proteomics_1	metagenomics_27	random.realistic.metagenomics	0.9974666567173335	0.00031988672703834323	5.975678835370711
12	11	proteomics_13	proteomics_12	random.realistic.proteomics	0.9974666567173335	0.00032329204481623274	5.975678835370711
94	130	proteomics_95	metagenomics_31	random.realistic.metagenomics	0.9974666567173335	0.000326686900788353	5.975678835370711
68	136	proteomics_69	metagenomics_37	random.realistic.metagenomics	0.9974666567173335	0.0003300713430918471	5.975678835370711
5	128	proteomics_6	metagenomics_29	random.realistic.metagenomics	0.9974666567173335	0.0003334454195689906	5.975678835370711
38	114	proteomics_39	metagenomics_15	random.realistic.metagenomics	0.9974666567173335	0.0003368091777694455	5.975678835370711
83	93	proteomics_84	proteomics_94	random.realistic.proteomics	0.9973333233866669	0.00034036622728939004	-5.924252057448301
12	96	proteomics_13	proteomics_97	random.realistic.proteomics	0.9973333233866669	0.00034391243214616394	-5.924252057448301
11	53	proteomics_12	proteomics_54	random.realistic.proteomics	0.9973333233866669	0.0003474478418587772	-5.924252057448301
99	115	proteomics_100	metagenomics_16	random.realistic.metagenomics	0.9973333233866669	0.00035097250564521235	-5.924252057448301
48	40	proteomics_49	proteomics_41	random.realistic.proteomics	0.9973333233866668	0.0003544864724247085	5.924252057448286
83	115	proteomics_84	metagenomics_16	random.realistic.metagenomics	0.9973333233866668	0.00035798979082002445	5.924252057448286
26	38	proteomics_27	proteomics_39	random.realistic.proteomics	0.9973333233866668	0.00036148250915968126	5.924252057448286
8	49	proteomics_9	proteomics_50	random.realistic.proteomics	0.9971999900560002	0.0003651660853452403	-5.8753283730741295
89	21	proteomics_90	proteomics_22	random.realistic.proteomics	0.9971999900560001	0.0003688385496871025	5.875328373074121
27	109	proteomics_28	metagenomics_10	random.realistic.metagenomics	0.9971999900560001	0.0003724999523893807	5.875328373074121
46	19	proteomics_47	proteomics_20	random.realistic.proteomics	0.9970666567253336	0.0003763508446033312	-5.828674803123065
83	145	proteomics_84	metagenomics_46	random.realistic.metagenomics	0.9970666567253336	0.0003801901725763989	5.828674803123062
7	101	proteomics_8	metagenomics_2	random.realistic.metagenomics	0.9970666567253336	0.00038401798832166133	5.828674803123062
15	114	proteomics_16	metagenomics_15	random.realistic.metagenomics	0.9970666567253336	0.00038783434354074033	5.828674803123062
35	1	proteomics_36	proteomics_2	random.realistic.proteomics	0.9969333233946669	0.00039183859206359887	5.78408945423728
56	59	proteomics_57	proteomics_60	random.realistic.proteomics	0.9969333233946669	0.0003958308876057922	5.78408945423728
49	97	proteomics_50	proteomics_98	random.realistic.proteomics	0.9969333233946669	0.0003998112836083664	5.78408945423728
91	3	proteomics_92	proteomics_4	random.realistic.proteomics	0.9967999900640002	0.0004039782458887108	-5.741396223264493
17	128	proteomics_18	metagenomics_29	random.realistic.metagenomics	0.9967999900640002	0.00040813282492305116	-5.741396223264493
36	102	proteomics_37	metagenomics_3	random.realistic.metagenomics	0.9967999900640002	0.0004122750758296932	-5.741396223264493
4	132	proteomics_5	metagenomics_33	random.realistic.metagenomics	0.9966666567333335	0.0004166025842605625	5.700440583428642
55	49	proteomics_56	proteomics_50	random.realistic.proteomics	0.9966666567333335	0.00042091728941205046	5.700440583428642
34	119	proteomics_35	metagenomics_20	random.realistic.metagenomics	0.9966666567333335	0.0004252192480195164	5.700440583428642
49	4	proteomics_50	proteomics_5	random.realistic.proteomics	0.9966666567333335	0.0004295085164835974	5.700440583428642
14	11	proteomics_15	proteomics_12	random.realistic.proteomics	0.9966666567333335	0.0004337851508726738	5.700440583428642
28	124	proteomics_29	metagenomics_25	random.realistic.metagenomics	0.9966666567333335	0.00043804920692531166	5.700440583428642
97	49	proteomics_98	proteomics_50	random.realistic.proteomics	0.9966666567333335	0.0004423007400526849	5.700440583428642
49	120	proteomics_50	metagenomics_21	random.realistic.metagenomics	0.9966666567333335	0.00044653980534097487	-5.700440583428631
9	38	proteomics_10	proteomics_39	random.realistic.proteomics	0.9966666567333335	0.0004507664575537501	-5.700440583428631
29	134	proteomics_30	metagenomics_35	random.realistic.metagenomics	0.9965333234026669	0.0004551756829043047	5.661086197447524
68	87	proteomics_69	proteomics_88	random.realistic.proteomics	0.9965333234026669	0.00045957203460420085	5.661086197447524
49	131	proteomics_50	metagenomics_32	random.realistic.metagenomics	0.9965333234026669	0.0004639555689522022	-5.66108619744751
16	65	proteomics_17	proteomics_66	random.realistic.proteomics	0.9965333234026669	0.00046832634191927775	-5.66108619744751
69	65	proteomics_70	proteomics_66	random.realistic.proteomics	0.9965333234026669	0.00047268440915098394	-5.66108619744751
58	40	proteomics_59	proteomics_41	random.realistic.proteomics	0.9965333234026669	0.00047702982596982597	-5.66108619744751
83	134	proteomics_84	metagenomics_35	random.realistic.metagenomics	0.9965333234026669	0.00048136264737759884	-5.66108619744751
83	5	proteomics_84	proteomics_6	random.realistic.proteomics	0.9963999900720002	0.00048587588512090163	5.623212170188158
90	8	proteomics_91	proteomics_9	random.realistic.proteomics	0.9963999900720002	0.0004903760788244839	5.623212170188158
79	143	proteomics_80	metagenomics_44	random.realistic.metagenomics	0.9963999900720002	0.00049486328495605	5.623212170188158
37	92	proteomics_38	proteomics_93	random.realistic.proteomics	0.9963999900720002	0.0004993375596578421	5.623212170188158
96	12	proteomics_97	proteomics_13	random.realistic.proteomics	0.9962666567413335	0.0005039908052679265	-5.586710801203107
84	15	proteomics_85	proteomics_16	random.realistic.proteomics	0.9962666567413335	0.0005086306794825796	5.586710801203098
65	139	proteomics_66	metagenomics_40	random.realistic.metagenomics	0.9962666567413335	0.0005132572398544359	5.586710801203098
65	55	proteomics_66	proteomics_56	random.realistic.proteomics	0.9961333234106668	0.0005180615655700215	-5.551485731824592
93	18	proteomics_94	proteomics_19	random.realistic.proteomics	0.9961333234106668	0.0005228521450031591	5.551485731824587
28	111	proteomics_29	metagenomics_12	random.realistic.metagenomics	0.9959999900800002	0.0005278195132531543	5.517450406507993
5	83	proteomics_6	proteomics_84	random.realistic.proteomics	0.9958666567493335	0.0005329629137344857	5.484526786561516
97	17	proteomics_98	proteomics_18	random.realistic.proteomics	0.9958666567493335	0.0005380916606531923	5.484526786561516
88	52	proteomics_89	proteomics_53	random.realistic.proteomics	0.9957333234186668	0.000543395479886023	-5.452644268157483
79	61	proteomics_80	proteomics_62	random.realistic.proteomics	0.9957333234186668	0.0005486842314505786	-5.452644268157483
51	120	proteomics_52	metagenomics_21	random.realistic.metagenomics	0.9955999900880003	0.0005541471047563221	5.421738766888735
92	122	proteomics_93	metagenomics_23	random.realistic.metagenomics	0.9955999900880002	0.0005595945025002931	-5.421738766888725
77	72	proteomics_78	proteomics_73	random.realistic.proteomics	0.9955999900880002	0.000565026490349656	-5.421738766888725
69	6	proteomics_70	proteomics_7	random.realistic.proteomics	0.9955999900880002	0.0005704431336005743	-5.421738766888725
51	10	proteomics_52	proteomics_11	random.realistic.proteomics	0.9955999900880002	0.0005758444971808272	-5.421738766888725
33	138	proteomics_34	metagenomics_39	random.realistic.metagenomics	0.9954666567573336	0.0005814184390758773	5.391751939023999
5	41	proteomics_6	proteomics_42	random.realistic.proteomics	0.9954666567573336	0.0005869767018094786	5.391751939023999
61	65	proteomics_62	proteomics_66	random.realistic.proteomics	0.9954666567573335	0.0005925193514455138	-5.391751939023988
88	133	proteomics_89	metagenomics_34	random.realistic.metagenomics	0.9951999900960002	0.0005984204602148746	-5.334325730788138
0	100	proteomics_1	metagenomics_1	random.realistic.metagenomics	0.9951999900960002	0.0006043050392677946	-5.334325730788138
